customer_tweet_id,customer_text,support_reply,intent,customer_time,support_time
387511,"@AppleSupport My speaker phone doesn’t work, the music thing when you swipe up from the bottom doesn’t work, volume/ringer on side doesn’t work.","@207722 That's certainly not expected. Have you tried a restart since the update? If not, let's restart:",device_settings_features,2017-10-03 23:43:49+00:00,2017-10-04 00:14:57+00:00
188466,@AppleSupport Why does my alarm clock Work? I installed iOS 11 and its worked fine for few days and now it dosen’t do a singel sound.,@160228 We can help you. Which iOS 11 version is your device currently running?,device_settings_features,2017-10-03 23:49:01+00:00,2017-10-04 00:23:57+00:00
208999,@AppleSupport Why does the screen keep changing brightness levels on its own though I turned off auto- brightness feature?,@165462 We're happy to help. Take a look here: DM us if your issue continues:,device_settings_features,2017-10-03 23:49:32+00:00,2017-10-04 00:29:29+00:00
187439,@applesupport and it also freezes. I’ m loosing my bearings now!!!,@159984 We're here to help. Which iOS version is your device currently running? You can check this through Settings &gt; General &gt; About.,performance_crash,2017-10-04 00:57:40+00:00,2017-10-04 01:28:25+00:00
240338,@AppleSupport My iPhone SE is on iOS 11.0.2 and I am connected to wifi but this pop up showed up.,"@173082 We'd love to help you fix this problem! Have you tried turning off Wi-Fi, and turning it on again? Have you also tried restarting?",device_settings_features,2017-10-04 01:08:11+00:00,2017-10-04 01:44:50+00:00
279865,I'd argue that iOS 11.0.2 is even worse on battery life. @115858 @AppleSupport,"@182714 We know how important battery life is, and we’d like to help. Send us a DM to get started.",battery_charging,2017-10-04 01:16:23+00:00,2017-10-04 01:49:56+00:00
187948,"@AppleSupport Well, the problem is that Siri on watchOS 4 can’t play the correct album when is in shuffle mode on iPhone, it plays the next album instead","@160104 This is normal behavior, as you mentioned it's on Shuffle mode. Here's a link that has more details:",device_settings_features,2017-10-04 01:17:29+00:00,2017-10-04 02:06:28+00:00
322331,@AppleSupport Just updated to iOS 11.0.2 and the phone gets really hot... and battery life is horrendus on a 7 Plus...,@159974 Let's look at this closer. Please DM us.,battery_charging,2017-10-04 01:31:14+00:00,2017-10-04 02:04:54+00:00
242874,@115858 @AppleSupport I am having major Bluetooth + Magic Mouse problems after upgrade to High Sierra. Constant disconnects.,@173686 We want to ensure your Mac is working as expected. Are any other Bluetooth devices besides the Magic Mouse disconnecting?,device_settings_features,2017-10-04 01:33:39+00:00,2017-10-04 02:11:26+00:00
243019,@AppleSupport I have had to hard restart my phone at least 6 times today and 5 other times in the past few days because my phone keeps freezing up,@173711 Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,performance_crash,2017-10-04 01:37:00+00:00,2017-10-04 02:25:31+00:00
188515,"@AppleSupport Crashing on safari, notes, photos &amp; videos, viva, messenger &amp; fb. Thank you","@160244 You're welcome! When you say the apps are crashing, are they becoming unresponsive, or quitting unexpectedly?",performance_crash,2017-10-04 01:46:53+00:00,2017-10-04 02:30:00+00:00
245072,"@AppleSupport Still not working. Alarms go off, but at lowest/barely volume at all no matter what the vol setting says. Tried ringer, volume, change tone","@174187 To confirm, the alarms are low volume even when the ringer volume/alerts is set to max in settings? DM us and we'll continue.",device_settings_features,2017-10-04 01:49:34+00:00,2017-10-04 02:35:00+00:00
2042255,@AppleSupport No! I can’t do this anymore. Androids never did me like this. All this trouble &amp; my phone keeps freezing and turning off I’m over it!,@603902 We understand your frustration and we know how much your iPhone means to you. Let's partner together in DM to get this fixed.,performance_crash,2017-10-04 02:10:30+00:00,2017-10-04 03:00:00+00:00
187455,@AppleSupport SMS on. Cellular data off. Still will not deliver photo text messages,@159990 Let's take a closer look into this. Send us a DM to get started.,messages_imessage,2017-10-04 02:13:37+00:00,2017-10-04 03:07:51+00:00
187459,@115858 @AppleSupport fucking fix your update!! If my phone freezes one more time I’m going to freak out! Nothing works!!,@159991 We want to help. DM us to get started.,performance_crash,2017-10-04 02:13:59+00:00,2017-10-04 03:07:00+00:00
2042253,"Get your shit together, Siri @115858 @AppleSupport",@603901 We're here to help. Which iOS version do you have? Is this happening with any other requests from Siri? Let us know in DM.,device_settings_features,2017-10-04 02:17:06+00:00,2017-10-04 03:16:31+00:00
609547,"@AppleSupport you see my phone is behaving strange, whn volume is mute in control Centre I can hear sound",@264900 We'd like to get this resolved for you. DM us and we'll take a closer look.,device_settings_features,2017-10-04 02:19:52+00:00,2017-10-04 03:13:00+00:00
2042268,I shouldn’t have updated my phone. It’s been glitchy ever since 😒. Thanks @115858 @AppleSupport as if I don’t have enough 1st world problems,"@603905 We’re here to help! Send us a DM,using the link below. Tell us, what’s happening with your iPhone since updating?",performance_crash,2017-10-04 02:28:32+00:00,2017-10-04 03:22:27+00:00
187441,@AppleSupport The new version 11 sure is CRUMMY......slow......unresponsive........what a stupid piece of crap update Don't you test 1st?,@159985 We're happy to look into this with you. Let's investigate further in DM using the link below.,performance_crash,2017-10-04 02:32:41+00:00,2017-10-04 03:25:00+00:00
187447,@AppleSupport how come every time I update my phone it only gets slower and painful to use? Perhaps a scheme forcing me to get a new one?,@159987 We'd like to help. Please DM us additional details and we'll go from there.,performance_crash,2017-10-04 02:32:51+00:00,2017-10-04 03:22:54+00:00
187956,@AppleSupport Update didn’t help. Still disconnecting. Sometimes reconnects audio only/no controls. Battery life is far worse too.,@160106 Let's work on this together. Please DM us the country where you're located to get started.,battery_charging,2017-10-04 02:49:25+00:00,2017-10-04 03:51:00+00:00
609280,"@AppleSupport Left iOS beta program, deleted profile from phone. Still getting beta updates and not 11.0.2 Help please?",@264836 We'd be happy to review this for you. Please DM us and we'll go from there.,ios_update,2017-10-04 02:50:48+00:00,2017-10-04 03:42:30+00:00
2042207,"Ios 11 has ruined my iphone. It keeps crashing apps, freezing the phone, etc... i can barely use it! @AppleSupport","@603883 We're behind you 100%, and want your device back to reliable again. Just DM your country &amp; iPhone model and we'll get started.",performance_crash,2017-10-04 02:50:56+00:00,2017-10-04 03:42:00+00:00
187413,@AppleSupport @115858 you guys about to make me go back to Android if my keyboard keeps disappearing,@159972 Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,device_settings_features,2017-10-04 02:53:21+00:00,2017-10-04 03:43:00+00:00
242570,@AppleSupport Before when I turned off WiFi in the control center it stayed off I wouldn’t have to go to settings for this.,@173618 The controls have changed with iOS 11. You can review more in the link and DM us any questions:,device_settings_features,2017-10-04 02:54:06+00:00,2017-10-04 03:41:00+00:00
187946,"@AppleSupport It’s not a normal behavior, for examp., when I ask “Siri, what album is playing” Siri tells me the name of next album,not the one is playing",@160104 We can look further into this issue. Shoot us a DM and let's get started.,device_settings_features,2017-10-04 03:03:56+00:00,2017-10-04 03:56:24+00:00
187952,Yo @AppleSupport can y’all call me or something because my iPhone just deleted my Apple ID and won’t let me sign in now.,@118497 We want to help you. Send us a DM with more info on when this happened.,apple_id_account,2017-10-04 03:04:32+00:00,2017-10-04 03:53:24+00:00
187960,"@AppleSupport Obviously yes, once u update OS device automatically restarts &amp; you guys hv released updates twice on #ios11",@160107 Got it. DM us for further assistance using the link below.,performance_crash,2017-10-04 03:04:36+00:00,2017-10-04 03:49:00+00:00
2042373,So the @ATT @117735 can’t seem to activate @AppleSupport Watch Series 3!!! Literally that’s the only reason to get the GPS+LTE!,@171855 We'd love to help! Let us know in a DM if you have any questions after reading this guide:,sim_cellular_network,2017-10-04 03:06:25+00:00,2017-10-04 12:13:29+00:00
609779,"This popped up right now, I have wifi literally right now and cell service?help! @AppleSupport",@264971 We'll look into this together. Send us a DM and let us know what version of iOS you're using.,device_settings_features,2017-10-04 03:07:07+00:00,2017-10-04 03:55:29+00:00
609773,@AppleSupport hi! With the last update my phone can’t find my habitual wifi connections. Please help.,@264968 Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,device_settings_features,2017-10-04 03:09:15+00:00,2017-10-04 04:01:24+00:00
416763,"@AppleSupport Right, so after doing the latest update to iOS 11 on my 6sm when I charge via USB to comp, it charges down, not up. Discuss.","@214425 We want to make sure your iPhone charges. Try the steps in our article, and DM us the results:",ios_update,2017-10-04 03:14:27+00:00,2017-10-04 04:02:00+00:00
2042351,@AppleSupport IOS 11 IS RUINING MY LIFE MY PHONE KEEPS FREEZING AND I CANT SEE MY NOTIFICATIONS ☹️,@603932 We can help with iPhone performance. Could you Direct Message us and let us know what country you're located in?,performance_crash,2017-10-04 03:17:08+00:00,2017-10-04 12:09:00+00:00
2042358,@AppleSupport my 2 month old iPhone 7 is almost useless because of the update. I can’t do anything without it freezing,@603935 We want you to get the most out of your iPhone. We can help! Send us a DM and we'll look into this further with you.,performance_crash,2017-10-04 03:19:16+00:00,2017-10-04 12:12:50+00:00
187931,@AppleSupport Slowed dawn a lot. When I open some apps screen goes black,@160101 What version of iOS are you running in Settings &gt; General &gt; About?,performance_crash,2017-10-04 03:29:11+00:00,2017-10-04 12:14:28+00:00
187922,"@AppleSupport My locked screen goes blank at least 5 times a day, have to restart my phone, it glitches and freezes.","@160099 You're in the right place, we'll do all we can to help. Connect with us in DM and we'll get started:",performance_crash,2017-10-04 03:31:29+00:00,2017-10-04 12:19:00+00:00
243121,@AppleSupport Thank you for this. I did try the 'Light' 'Medium' and 'Firm' options separately but the problem stays the same. Check the lag when pressed,@173734 Thank you for sending us your screen recording. Could you DM us and we can go from there?,performance_crash,2017-10-04 03:37:35+00:00,2017-10-04 12:24:31+00:00
