customer_tweet_id,customer_text,support_reply,intent,notes
1327377,@AppleSupport there is a problem that kept showing on my MacBook pro and my iphone6s is that when i play a music it will turn off and on many time by it self also in my mac the iTunes open himself I don’t know how 🤦🏻‍♀️,@429695 We would like to help. Join us in DM with additional details to get started:,apps_app_store,5.0
2002392,@115858 @AppleSupport what’s up with the capital “I️”. And my screen freezing with simple commands?? That @122986 pixel 2 lookin real nice.,@592100 We'd love to assist you with this. Click here to connect with us in DM and tell us which device and software version you have:,apps_app_store,6.0
1338070,@115858 @AppleSupport I have had to buy and return 5 pairs of airpods because of bad manufacture defects in the housing of the airpods.,"@432101 We got your DM, and we will respond to you there.",apple_id_account,
320674,@AppleSupport Just installed iOS 11.0.2 on my iPhone 6 and the photo app still refuses to edit the photos immediately. PLEASE FIX THIS BUG!!,@192404 We've received your DM. Please look for our reply there.,apps_app_store,5.0
2304013,Why do I STILL see those question marks? I updated my phone @AppleSupport,@668524 Thanks for reaching out. We're here to help. DM us so we can look into this further with you.,apps_app_store,
2287419,@AppleSupport 😩😩 so iPhone 7 will never have it,"@664594 At this time, it's only an option on the iPhone 8 Plus and iPhone X. We always welcome your feedback about our products here:",apps_app_store,5.0
267782,@AppleSupport where is the apps folder on the new iTunes? I can’t find my apps,@179850 Your apps can now be found and redownloaded on your iOS device. Take a look at this:,apps_app_store,5.0
150032,So apparently blue tooth doesn’t work on the iPhone X @AppleSupport. Maybe I should’ve stuck with Samsung.,"@150208 Try out the steps in the following article for your Bluetooth: If you're still having issues, let us know via DM. We're here to help and make sure your able to connect your device when needed.",apps_app_store,5.0
1089276,@AppleSupport hi i dgraded my icloud plan from 50GB to free. I’m not sure if it was processed. How do i check it?,@376977 This can help If you have any additional questions please send us a DM.,apps_app_store,6.0
2817201,"@AppleSupport Today, all of a sudden, no apps can play sound. My music ring tone works tho! I’ve restarted several times and I have the latest iOS. This is an iPhone 6. Please help. (I have tried all the obvious stuff)","@604499 Thanks so much for reaching out to us this evening. We understand your concern with this issue, and would be happy to look into what's going on. To start, reach out to us in DM using the link below, and we'll continue from there.",device_settings_features,7.0
1141642,@AppleSupport Thanks again but still no joy - just tried a music CD same issue - 1st time since Sierra installed - I think others have same problem :(,"@388728 Thanks for trying. Let us look into other possible options for a resolution. Meet us in a DM, we'll continue there.",sim_cellular_network,3.0
1995486,"@AppleSupport .@AppleSupport The response from ur tech staff ""you're better off calling the #sydney store direct because we don't know."" Just pathetic.","@590066 That's not how we want you to feel &amp; while the store may be your best option for answer, we'll help any way we can. Please DM us.",other_unclear,3.0
1152819,@AppleSupport USA,@391269 Thanks for that. Let's look closer into this situation. Join us in DM with additional details:,battery_charging,2.0
1449223,"@115858 @applesupport unable to send videos to non-iPhone users, huge problem. Please fix this asap! Have called support, no help.","@456287 We’d love to help. To start, send us a DM with which device and software version you’re using.",battery_charging,2.0
1013789,I made it. 42nd #MarineCorpsMarathon Mission Accomplished 4:59:20 btw @AppleSupport your @NikeSupport Watch &amp; app crashed 3 times no record,@359878 That's unexpected. Let us help. Tell us more about this via DM.,battery_charging,2.0
352850,"@AppleSupport many bugs in 11.0.1 ; When msg button clicks on a contact,its not appearing screen “ to send message”","@199892 We'll be happy to help out. If you haven't yet done so, we'd suggest restarting your device:",messages_imessage,2.0
208297,@AppleSupport Yes. I’ve also toggled iMessage off and back on.,@165263 Send us a DM and let us know what version of iOS you are running and we'll do everything we can to help you out.,messages_imessage,2.0
1436732,"@AppleSupport When I open my safari it starts with a blanc page, I want it to start with my favorites again... How do I do this? Thanks",@453535 We're here to help. DM us your exact OS version and we can take a look at this for you.,sim_cellular_network,5.0
2619937,@AppleSupport I purchase something wrongly and i want to refund it how can i do that ?,@682308 We're here to help. You may be able to get this taken care of here:,purchases_billing,5.0
2369420,"@683805 @AppleSupport @115858 No. I've uninstalled all apps that weren't ready for iOS11 (v 11.1.1), I've rebooted the phone several times, still no joy. It must be a bug when recovering installation from another phone. Perhaps better to reinstall from scratch?!",@299962 Let's take a closer look into this. Meet us in DM and we'll continue there.,performance_crash,3.0
2081805,@AppleSupport Now it’s 62%. Everything worked just fine with watch OS 3! I like some of the new features of 4 but this bug is terrible.,@615656 We understand how important your battery life is. We can definitely look into this with you. Go ahead and meet us in DM.,apps_app_store,5.0
1478040,I️ updated my ios11 and every time eye type I️ it turns into a question mark? Fix this shit @AppleSupport,@463202 Let's take a look together. DM us and we'll follow up with you there afterwards.,device_settings_features,
